Cód. Bairros,Nome Bairros,Dia,Mês,Pluviometria
JA,Jabaquara,9,6,0.0
SA,Santo Amaro,9,6,0.0
VM,Vila Mariana,9,6,0.0
PA,Parelheiros ,9,6,0.0
AD,Cidade Ademar,9,6,0.0
MB,M Boi Mirim,10,6,0.0
CL,Campo Limpo,10,6,0.0
CS,Capela do Socorro,10,6,0.0
IP,Ipiranga,10,6,0.0
JA,Jabaquara,10,6,0.0
SA,Santo Amaro,10,6,0.0
VM,Vila Mariana,10,6,0.0
PA,Parelheiros ,10,6,0.0
AD,Cidade Ademar,10,6,0.0
MB,M Boi Mirim,11,6,0.0
CL,Campo Limpo,11,6,0.0
CS,Capela do Socorro,11,6,0.0
IP,Ipiranga,11,6,0.0
JA,Jabaquara,11,6,0.0
SA,Santo Amaro,11,6,0.0
VM,Vila Mariana,11,6,0.0
PA,Parelheiros ,11,6,0.0
AD,Cidade Ademar,11,6,0.0
MB,M Boi Mirim,12,6,0.0
CL,Campo Limpo,12,6,0.0
CS,Capela do Socorro,12,6,0.0
IP,Ipiranga,12,6,0.0
JA,Jabaquara,12,6,0.0
SA,Santo Amaro,12,6,0.0
VM,Vila Mariana,12,6,0.0
PA,Parelheiros ,12,6,0.0
AD,Cidade Ademar,12,6,0.0
MB,M Boi Mirim,13,6,0.9
CL,Campo Limpo,13,6,0.6
CS,Capela do Socorro,13,6,0.8
IP,Ipiranga,13,6,0.2
JA,Jabaquara,13,6,0.7999999999999999
SA,Santo Amaro,13,6,0.2
VM,Vila Mariana,13,6,0.1
PA,Parelheiros ,13,6,9.1
AD,Cidade Ademar,13,6,0.3
MB,M Boi Mirim,14,6,13.3
CL,Campo Limpo,14,6,14.0
CS,Capela do Socorro,14,6,11.400000000000002
IP,Ipiranga,14,6,12.7
JA,Jabaquara,14,6,11.900000000000002
SA,Santo Amaro,14,6,11.0
VM,Vila Mariana,14,6,13.4
PA,Parelheiros ,14,6,13.2
AD,Cidade Ademar,14,6,12.9
MB,M Boi Mirim,15,6,10.0
CL,Campo Limpo,15,6,9.8
CS,Capela do Socorro,15,6,8.2
IP,Ipiranga,15,6,6.8
JA,Jabaquara,15,6,7.1
SA,Santo Amaro,15,6,7.4
VM,Vila Mariana,15,6,7.6
PA,Parelheiros ,15,6,9.8
AD,Cidade Ademar,15,6,8.200000000000001
MB,M Boi Mirim,16,6,0.2
CL,Campo Limpo,16,6,0.2
CS,Capela do Socorro,16,6,0.1
IP,Ipiranga,16,6,0.3
JA,Jabaquara,16,6,0.1
SA,Santo Amaro,16,6,0.1
VM,Vila Mariana,16,6,0.4
PA,Parelheiros ,16,6,0.1
AD,Cidade Ademar,16,6,0.2
MB,M Boi Mirim,17,6,0.0
CL,Campo Limpo,17,6,0.0
CS,Capela do Socorro,17,6,0.0
IP,Ipiranga,17,6,0.0
JA,Jabaquara,17,6,0.0
SA,Santo Amaro,17,6,0.0
VM,Vila Mariana,17,6,0.0
PA,Parelheiros ,17,6,0.0
AD,Cidade Ademar,17,6,0.0
MB,M Boi Mirim,18,6,0.0
CL,Campo Limpo,18,6,0.0
CS,Capela do Socorro,18,6,0.0
IP,Ipiranga,18,6,0.0
JA,Jabaquara,18,6,0.0
SA,Santo Amaro,18,6,0.0
VM,Vila Mariana,18,6,0.0
PA,Parelheiros ,18,6,0.0
AD,Cidade Ademar,18,6,0.0
MB,M Boi Mirim,19,6,0.0
CL,Campo Limpo,19,6,0.0
CS,Capela do Socorro,19,6,0.0
IP,Ipiranga,19,6,0.0
JA,Jabaquara,19,6,0.0
SA,Santo Amaro,19,6,0.0
VM,Vila Mariana,19,6,0.0
PA,Parelheiros ,19,6,0.0
AD,Cidade Ademar,19,6,0.0
MB,M Boi Mirim,20,6,0.0
CL,Campo Limpo,20,6,0.0
CS,Capela do Socorro,20,6,0.0
IP,Ipiranga,20,6,0.0
JA,Jabaquara,20,6,0.0
SA,Santo Amaro,20,6,0.0
VM,Vila Mariana,20,6,0.0
PA,Parelheiros ,20,6,0.0
AD,Cidade Ademar,20,6,0.0
MB,M Boi Mirim,21,6,0.0
CL,Campo Limpo,21,6,0.0
CS,Capela do Socorro,21,6,0.0
IP,Ipiranga,21,6,0.0
JA,Jabaquara,21,6,0.0
SA,Santo Amaro,21,6,0.0
VM,Vila Mariana,21,6,0.0
PA,Parelheiros ,21,6,0.0
AD,Cidade Ademar,21,6,0.0
MB,M Boi Mirim,22,6,0.0
CL,Campo Limpo,22,6,0.0
CS,Capela do Socorro,22,6,0.0
IP,Ipiranga,22,6,0.0
JA,Jabaquara,22,6,0.0
SA,Santo Amaro,22,6,0.0
VM,Vila Mariana,22,6,0.0
PA,Parelheiros ,22,6,0.0
AD,Cidade Ademar,22,6,0.0
MB,M Boi Mirim,23,6,0.0
CL,Campo Limpo,23,6,0.0
CS,Capela do Socorro,23,6,0.0
IP,Ipiranga,23,6,0.0
JA,Jabaquara,23,6,0.0
SA,Santo Amaro,23,6,0.0
VM,Vila Mariana,23,6,0.0
PA,Parelheiros ,23,6,0.0
AD,Cidade Ademar,23,6,0.0
MB,M Boi Mirim,24,6,0.0
CL,Campo Limpo,24,6,0.0
CS,Capela do Socorro,24,6,0.0
IP,Ipiranga,24,6,0.0
JA,Jabaquara,24,6,0.0
SA,Santo Amaro,24,6,0.0
VM,Vila Mariana,24,6,0.0
PA,Parelheiros ,24,6,0.0
AD,Cidade Ademar,24,6,0.0
MB,M Boi Mirim,25,6,0.0
CL,Campo Limpo,25,6,0.0
CS,Capela do Socorro,25,6,0.0
IP,Ipiranga,25,6,0.0
JA,Jabaquara,25,6,0.0
SA,Santo Amaro,25,6,0.0
VM,Vila Mariana,25,6,0.0
PA,Parelheiros ,25,6,0.0
AD,Cidade Ademar,25,6,0.0
MB,M Boi Mirim,26,6,0.0
CL,Campo Limpo,26,6,0.0
CS,Capela do Socorro,26,6,0.0
IP,Ipiranga,26,6,0.0
JA,Jabaquara,26,6,0.0
SA,Santo Amaro,26,6,0.0
VM,Vila Mariana,26,6,0.0
PA,Parelheiros ,26,6,0.0
AD,Cidade Ademar,26,6,0.0
MB,M Boi Mirim,27,6,0.0
CL,Campo Limpo,27,6,0.0
CS,Capela do Socorro,27,6,0.0
IP,Ipiranga,27,6,0.0
JA,Jabaquara,27,6,0.0
SA,Santo Amaro,27,6,0.0
VM,Vila Mariana,27,6,0.0
PA,Parelheiros ,27,6,0.0
AD,Cidade Ademar,27,6,0.0
MB,M Boi Mirim,28,6,0.0
CL,Campo Limpo,28,6,0.0
CS,Capela do Socorro,28,6,0.0
IP,Ipiranga,28,6,0.0
JA,Jabaquara,28,6,0.0
SA,Santo Amaro,28,6,0.0
VM,Vila Mariana,28,6,0.0
PA,Parelheiros ,28,6,0.0
AD,Cidade Ademar,28,6,0.0
MB,M Boi Mirim,29,6,3.5
CL,Campo Limpo,29,6,2.5
CS,Capela do Socorro,29,6,4.4
IP,Ipiranga,29,6,2.4
JA,Jabaquara,29,6,2.3
SA,Santo Amaro,29,6,2.2
VM,Vila Mariana,29,6,3.0
PA,Parelheiros ,29,6,11.9
AD,Cidade Ademar,29,6,3.3000000000000003
MB,M Boi Mirim,30,6,0.2
CL,Campo Limpo,30,6,0.4
CS,Capela do Socorro,30,6,0.5
IP,Ipiranga,30,6,0.3
JA,Jabaquara,30,6,0.3
SA,Santo Amaro,30,6,0.2
VM,Vila Mariana,30,6,0.4
PA,Parelheiros ,30,6,2.1
AD,Cidade Ademar,30,6,0.3
MB,M Boi Mirim,1,7,0.0
CL,Campo Limpo,1,7,0.0
CS,Capela do Socorro,1,7,0.0
IP,Ipiranga,1,7,0.0
JA,Jabaquara,1,7,0.0
SA,Santo Amaro,1,7,0.0
VM,Vila Mariana,1,7,0.0
PA,Parelheiros ,1,7,0.0
AD,Cidade Ademar,1,7,0.0
MB,M Boi Mirim,2,7,0.3
CL,Campo Limpo,2,7,0.5
CS,Capela do Socorro,2,7,0.5
IP,Ipiranga,2,7,0.0
JA,Jabaquara,2,7,0.2
SA,Santo Amaro,2,7,0.4
VM,Vila Mariana,2,7,0.1
PA,Parelheiros ,2,7,0.7
AD,Cidade Ademar,2,7,0.3
MB,M Boi Mirim,3,7,0.0
CL,Campo Limpo,3,7,0.0
CS,Capela do Socorro,3,7,0.0
IP,Ipiranga,3,7,0.0
JA,Jabaquara,3,7,0.0
SA,Santo Amaro,3,7,0.0
VM,Vila Mariana,3,7,0.0
PA,Parelheiros ,3,7,0.0
AD,Cidade Ademar,3,7,0.0
MB,M Boi Mirim,4,7,0.0
CL,Campo Limpo,4,7,0.0
CS,Capela do Socorro,4,7,0.0
IP,Ipiranga,4,7,0.0
JA,Jabaquara,4,7,0.0
SA,Santo Amaro,4,7,0.0
VM,Vila Mariana,4,7,0.0
PA,Parelheiros ,4,7,0.0
AD,Cidade Ademar,4,7,0.0
MB,M Boi Mirim,5,7,0.0
CL,Campo Limpo,5,7,0.0
CS,Capela do Socorro,5,7,0.0
IP,Ipiranga,5,7,0.0
JA,Jabaquara,5,7,0.0
SA,Santo Amaro,5,7,0.0
VM,Vila Mariana,5,7,0.0
PA,Parelheiros ,5,7,0.0
AD,Cidade Ademar,5,7,0.0
MB,M Boi Mirim,6,7,0.0
CL,Campo Limpo,6,7,0.0
CS,Capela do Socorro,6,7,0.0
IP,Ipiranga,6,7,0.0
JA,Jabaquara,6,7,0.0
SA,Santo Amaro,6,7,0.0
VM,Vila Mariana,6,7,0.0
PA,Parelheiros ,6,7,0.0
AD,Cidade Ademar,6,7,0.0
MB,M Boi Mirim,7,7,0.0
CL,Campo Limpo,7,7,0.0
CS,Capela do Socorro,7,7,0.1
IP,Ipiranga,7,7,0.0
JA,Jabaquara,7,7,0.0
SA,Santo Amaro,7,7,0.0
VM,Vila Mariana,7,7,0.0
PA,Parelheiros ,7,7,0.0
AD,Cidade Ademar,7,7,0.0
MB,M Boi Mirim,8,7,2.1
CL,Campo Limpo,8,7,1.4
CS,Capela do Socorro,8,7,3.5
IP,Ipiranga,8,7,1.2
JA,Jabaquara,8,7,1.9
SA,Santo Amaro,8,7,1.7
VM,Vila Mariana,8,7,0.9
PA,Parelheiros ,8,7,3.2
AD,Cidade Ademar,8,7,2.4
MB,M Boi Mirim,9,7,4.7
CL,Campo Limpo,9,7,4.1
CS,Capela do Socorro,9,7,5.0
IP,Ipiranga,9,7,3.6
JA,Jabaquara,9,7,4.7
SA,Santo Amaro,9,7,3.8
VM,Vila Mariana,9,7,3.3000000000000003
PA,Parelheiros ,9,7,4.0
AD,Cidade Ademar,9,7,5.0
MB,M Boi Mirim,10,7,1.0
CL,Campo Limpo,10,7,1.7
CS,Capela do Socorro,10,7,1.4
IP,Ipiranga,10,7,0.7
JA,Jabaquara,10,7,0.7
SA,Santo Amaro,10,7,1.0
VM,Vila Mariana,10,7,0.9
PA,Parelheiros ,10,7,2.1
AD,Cidade Ademar,10,7,0.7
MB,M Boi Mirim,11,7,0.0
CL,Campo Limpo,11,7,0.0
CS,Capela do Socorro,11,7,0.0
IP,Ipiranga,11,7,0.0
JA,Jabaquara,11,7,0.0
SA,Santo Amaro,11,7,0.0
VM,Vila Mariana,11,7,0.0
PA,Parelheiros ,11,7,0.0
AD,Cidade Ademar,11,7,0.0
MB,M Boi Mirim,12,7,0.0
CL,Campo Limpo,12,7,0.0
CS,Capela do Socorro,12,7,0.0
IP,Ipiranga,12,7,0.0
JA,Jabaquara,12,7,0.0
SA,Santo Amaro,12,7,0.0
VM,Vila Mariana,12,7,0.0
PA,Parelheiros ,12,7,0.0
AD,Cidade Ademar,12,7,0.0
MB,M Boi Mirim,13,7,0.0
CL,Campo Limpo,13,7,0.0
CS,Capela do Socorro,13,7,0.0
IP,Ipiranga,13,7,0.0
JA,Jabaquara,13,7,0.0
SA,Santo Amaro,13,7,0.0
VM,Vila Mariana,13,7,0.0
PA,Parelheiros ,13,7,0.0
AD,Cidade Ademar,13,7,0.0
MB,M Boi Mirim,14,7,0.0
CL,Campo Limpo,14,7,0.0
CS,Capela do Socorro,14,7,0.0
IP,Ipiranga,14,7,0.0
JA,Jabaquara,14,7,0.0
SA,Santo Amaro,14,7,0.0
VM,Vila Mariana,14,7,0.0
PA,Parelheiros ,14,7,0.0
AD,Cidade Ademar,14,7,0.0
MB,M Boi Mirim,15,7,0.0
CL,Campo Limpo,15,7,0.0
CS,Capela do Socorro,15,7,0.0
IP,Ipiranga,15,7,0.0
JA,Jabaquara,15,7,0.0
SA,Santo Amaro,15,7,0.0
VM,Vila Mariana,15,7,0.0
PA,Parelheiros ,15,7,0.0
AD,Cidade Ademar,15,7,0.0
MB,M Boi Mirim,16,7,0.0
CL,Campo Limpo,16,7,0.0
CS,Capela do Socorro,16,7,0.0
IP,Ipiranga,16,7,0.0
JA,Jabaquara,16,7,0.0
SA,Santo Amaro,16,7,0.0
VM,Vila Mariana,16,7,0.0
PA,Parelheiros ,16,7,0.0
AD,Cidade Ademar,16,7,0.0
MB,M Boi Mirim,17,7,0.0
CL,Campo Limpo,17,7,0.2
CS,Capela do Socorro,17,7,0.1
IP,Ipiranga,17,7,0.2
JA,Jabaquara,17,7,0.2
SA,Santo Amaro,17,7,0.2
VM,Vila Mariana,17,7,0.1
PA,Parelheiros ,17,7,0.1
AD,Cidade Ademar,17,7,0.0
MB,M Boi Mirim,18,7,0.0
CL,Campo Limpo,18,7,0.0
CS,Capela do Socorro,18,7,0.0
IP,Ipiranga,18,7,0.0
JA,Jabaquara,18,7,0.3
SA,Santo Amaro,18,7,0.1
VM,Vila Mariana,18,7,0.0
PA,Parelheiros ,18,7,2.3
AD,Cidade Ademar,18,7,0.1
MB,M Boi Mirim,19,7,0.5
CL,Campo Limpo,19,7,0.6
CS,Capela do Socorro,19,7,1.0
IP,Ipiranga,19,7,0.7
JA,Jabaquara,19,7,0.5
SA,Santo Amaro,19,7,0.7
VM,Vila Mariana,19,7,1.0
PA,Parelheiros ,19,7,6.199999999999999
AD,Cidade Ademar,19,7,0.6
MB,M Boi Mirim,20,7,0.1
CL,Campo Limpo,20,7,0.0
CS,Capela do Socorro,20,7,0.1
IP,Ipiranga,20,7,0.0
JA,Jabaquara,20,7,0.0
SA,Santo Amaro,20,7,0.0
VM,Vila Mariana,20,7,0.0
PA,Parelheiros ,20,7,1.4
AD,Cidade Ademar,20,7,0.1
MB,M Boi Mirim,21,7,0.0
CL,Campo Limpo,21,7,0.0
CS,Capela do Socorro,21,7,0.0
IP,Ipiranga,21,7,0.0
JA,Jabaquara,21,7,0.0
SA,Santo Amaro,21,7,0.0
VM,Vila Mariana,21,7,0.0
PA,Parelheiros ,21,7,0.0
AD,Cidade Ademar,21,7,0.0
MB,M Boi Mirim,22,7,0.0
CL,Campo Limpo,22,7,0.0
CS,Capela do Socorro,22,7,0.0
IP,Ipiranga,22,7,0.0
JA,Jabaquara,22,7,0.0
SA,Santo Amaro,22,7,0.0
VM,Vila Mariana,22,7,0.0
PA,Parelheiros ,22,7,0.0
AD,Cidade Ademar,22,7,0.0
MB,M Boi Mirim,23,7,0.0
CL,Campo Limpo,23,7,0.0
CS,Capela do Socorro,23,7,0.0
IP,Ipiranga,23,7,0.0
JA,Jabaquara,23,7,0.0
SA,Santo Amaro,23,7,0.0
VM,Vila Mariana,23,7,0.0
PA,Parelheiros ,23,7,0.0
AD,Cidade Ademar,23,7,0.0
MB,M Boi Mirim,24,7,0.0
CL,Campo Limpo,24,7,0.0
CS,Capela do Socorro,24,7,0.0
IP,Ipiranga,24,7,0.0
JA,Jabaquara,24,7,0.0
SA,Santo Amaro,24,7,0.0
VM,Vila Mariana,24,7,0.0
PA,Parelheiros ,24,7,0.0
AD,Cidade Ademar,24,7,0.0
MB,M Boi Mirim,25,7,0.0
CL,Campo Limpo,25,7,0.0
CS,Capela do Socorro,25,7,0.0
IP,Ipiranga,25,7,0.0
JA,Jabaquara,25,7,0.0
SA,Santo Amaro,25,7,0.0
VM,Vila Mariana,25,7,0.0
PA,Parelheiros ,25,7,0.0
AD,Cidade Ademar,25,7,0.0
MB,M Boi Mirim,26,7,0.0
CL,Campo Limpo,26,7,0.0
CS,Capela do Socorro,26,7,0.0
IP,Ipiranga,26,7,0.0
JA,Jabaquara,26,7,0.0
SA,Santo Amaro,26,7,0.0
VM,Vila Mariana,26,7,0.0
PA,Parelheiros ,26,7,0.0
AD,Cidade Ademar,26,7,0.0
MB,M Boi Mirim,27,7,0.1
CL,Campo Limpo,27,7,0.0
CS,Capela do Socorro,27,7,0.3
IP,Ipiranga,27,7,0.0
JA,Jabaquara,27,7,0.0
SA,Santo Amaro,27,7,0.0
VM,Vila Mariana,27,7,0.0
PA,Parelheiros ,27,7,1.7000000000000002
AD,Cidade Ademar,27,7,0.0
MB,M Boi Mirim,28,7,0.0
CL,Campo Limpo,28,7,0.6
CS,Capela do Socorro,28,7,0.1
IP,Ipiranga,28,7,0.9
JA,Jabaquara,28,7,1.0
SA,Santo Amaro,28,7,0.3
VM,Vila Mariana,28,7,0.3
PA,Parelheiros ,28,7,0.8999999999999999
AD,Cidade Ademar,28,7,0.6
MB,M Boi Mirim,29,7,0.0
CL,Campo Limpo,29,7,0.1
CS,Capela do Socorro,29,7,0.4
IP,Ipiranga,29,7,0.4
JA,Jabaquara,29,7,1.2000000000000002
SA,Santo Amaro,29,7,1.1
VM,Vila Mariana,29,7,0.4
PA,Parelheiros ,29,7,5.1
AD,Cidade Ademar,29,7,1.1
MB,M Boi Mirim,30,7,0.0
CL,Campo Limpo,30,7,0.0
CS,Capela do Socorro,30,7,0.0
IP,Ipiranga,30,7,0.0
JA,Jabaquara,30,7,0.0
SA,Santo Amaro,30,7,0.0
VM,Vila Mariana,30,7,0.0
PA,Parelheiros ,30,7,0.0
AD,Cidade Ademar,30,7,0.0
MB,M Boi Mirim,31,7,0.0
CL,Campo Limpo,31,7,0.0
CS,Capela do Socorro,31,7,0.0
IP,Ipiranga,31,7,0.0
JA,Jabaquara,31,7,0.0
SA,Santo Amaro,31,7,0.0
VM,Vila Mariana,31,7,0.0
PA,Parelheiros ,31,7,0.0
AD,Cidade Ademar,31,7,0.0
MB,M Boi Mirim,1,8,0.0
CL,Campo Limpo,1,8,0.0
CS,Capela do Socorro,1,8,0.0
IP,Ipiranga,1,8,0.0
JA,Jabaquara,1,8,0.0
SA,Santo Amaro,1,8,0.0
VM,Vila Mariana,1,8,0.0
PA,Parelheiros ,1,8,0.0
AD,Cidade Ademar,1,8,0.0
MB,M Boi Mirim,2,8,0.0
CL,Campo Limpo,2,8,0.0
CS,Capela do Socorro,2,8,0.0
IP,Ipiranga,2,8,0.0
JA,Jabaquara,2,8,0.0
SA,Santo Amaro,2,8,0.0
VM,Vila Mariana,2,8,0.0
PA,Parelheiros ,2,8,0.0
AD,Cidade Ademar,2,8,0.0
MB,M Boi Mirim,3,8,0.0
CL,Campo Limpo,3,8,0.0
CS,Capela do Socorro,3,8,0.0
IP,Ipiranga,3,8,0.0
JA,Jabaquara,3,8,0.0
SA,Santo Amaro,3,8,0.0
VM,Vila Mariana,3,8,0.0
PA,Parelheiros ,3,8,0.0
AD,Cidade Ademar,3,8,0.0
MB,M Boi Mirim,4,8,0.0
CL,Campo Limpo,4,8,0.0
CS,Capela do Socorro,4,8,0.0
IP,Ipiranga,4,8,0.0
JA,Jabaquara,4,8,0.0
SA,Santo Amaro,4,8,0.0
VM,Vila Mariana,4,8,0.0
PA,Parelheiros ,4,8,0.0
AD,Cidade Ademar,4,8,0.0
MB,M Boi Mirim,5,8,0.0
CL,Campo Limpo,5,8,0.0
CS,Capela do Socorro,5,8,0.0
IP,Ipiranga,5,8,0.0
JA,Jabaquara,5,8,0.0
SA,Santo Amaro,5,8,0.0
VM,Vila Mariana,5,8,0.0
PA,Parelheiros ,5,8,0.0
AD,Cidade Ademar,5,8,0.0
MB,M Boi Mirim,6,8,0.0
CL,Campo Limpo,6,8,0.0
CS,Capela do Socorro,6,8,0.0
IP,Ipiranga,6,8,0.0
JA,Jabaquara,6,8,0.0
SA,Santo Amaro,6,8,0.0
VM,Vila Mariana,6,8,0.0
PA,Parelheiros ,6,8,0.0
AD,Cidade Ademar,6,8,0.0
MB,M Boi Mirim,7,8,0.0
CL,Campo Limpo,7,8,0.0
CS,Capela do Socorro,7,8,0.0
IP,Ipiranga,7,8,0.0
JA,Jabaquara,7,8,0.0
SA,Santo Amaro,7,8,0.0
VM,Vila Mariana,7,8,0.0
PA,Parelheiros ,7,8,0.0
AD,Cidade Ademar,7,8,0.0
MB,M Boi Mirim,8,8,0.3
CL,Campo Limpo,8,8,0.1
CS,Capela do Socorro,8,8,0.9000000000000001
IP,Ipiranga,8,8,0.5
JA,Jabaquara,8,8,0.2
SA,Santo Amaro,8,8,0.0
VM,Vila Mariana,8,8,0.2
PA,Parelheiros ,8,8,8.9
AD,Cidade Ademar,8,8,0.2
MB,M Boi Mirim,9,8,4.2
CL,Campo Limpo,9,8,2.7
CS,Capela do Socorro,9,8,6.9
IP,Ipiranga,9,8,4.5
JA,Jabaquara,9,8,2.6
SA,Santo Amaro,9,8,3.1
VM,Vila Mariana,9,8,5.0
PA,Parelheiros ,9,8,7.3
AD,Cidade Ademar,9,8,3.7
MB,M Boi Mirim,10,8,0.0
CL,Campo Limpo,10,8,0.0
CS,Capela do Socorro,10,8,0.0
IP,Ipiranga,10,8,0.0
JA,Jabaquara,10,8,0.0
SA,Santo Amaro,10,8,0.0
VM,Vila Mariana,10,8,0.0
PA,Parelheiros ,10,8,0.0
AD,Cidade Ademar,10,8,0.0
MB,M Boi Mirim,11,8,3.0
CL,Campo Limpo,11,8,1.5
CS,Capela do Socorro,11,8,3.1
IP,Ipiranga,11,8,1.2
JA,Jabaquara,11,8,1.0
SA,Santo Amaro,11,8,1.2
VM,Vila Mariana,11,8,1.9
PA,Parelheiros ,11,8,2.8
AD,Cidade Ademar,11,8,2.0
MB,M Boi Mirim,12,8,3.7
CL,Campo Limpo,12,8,2.5
CS,Capela do Socorro,12,8,1.9
IP,Ipiranga,12,8,1.3
JA,Jabaquara,12,8,4.0
SA,Santo Amaro,12,8,3.8
VM,Vila Mariana,12,8,0.2
PA,Parelheiros ,12,8,0.6000000000000001
AD,Cidade Ademar,12,8,5.2
MB,M Boi Mirim,13,8,0.3
CL,Campo Limpo,13,8,0.3
CS,Capela do Socorro,13,8,1.5000000000000002
IP,Ipiranga,13,8,0.5
JA,Jabaquara,13,8,0.8
SA,Santo Amaro,13,8,0.6
VM,Vila Mariana,13,8,0.7
PA,Parelheiros ,13,8,6.1000000000000005
AD,Cidade Ademar,13,8,1.2
MB,M Boi Mirim,14,8,0.0
CL,Campo Limpo,14,8,0.0
CS,Capela do Socorro,14,8,0.0
IP,Ipiranga,14,8,0.0
JA,Jabaquara,14,8,0.0
SA,Santo Amaro,14,8,0.0
VM,Vila Mariana,14,8,0.0
PA,Parelheiros ,14,8,0.0
AD,Cidade Ademar,14,8,0.0
MB,M Boi Mirim,15,8,0.0
CL,Campo Limpo,15,8,0.0
CS,Capela do Socorro,15,8,0.0
IP,Ipiranga,15,8,0.0
JA,Jabaquara,15,8,0.0
SA,Santo Amaro,15,8,0.0
VM,Vila Mariana,15,8,0.0
PA,Parelheiros ,15,8,0.0
AD,Cidade Ademar,15,8,0.0
MB,M Boi Mirim,16,8,0.0
CL,Campo Limpo,16,8,0.0
CS,Capela do Socorro,16,8,0.0
IP,Ipiranga,16,8,0.0
JA,Jabaquara,16,8,0.0
SA,Santo Amaro,16,8,0.0
VM,Vila Mariana,16,8,0.0
PA,Parelheiros ,16,8,0.0
AD,Cidade Ademar,16,8,0.0
MB,M Boi Mirim,17,8,0.0
CL,Campo Limpo,17,8,0.0
CS,Capela do Socorro,17,8,0.0
IP,Ipiranga,17,8,0.0
JA,Jabaquara,17,8,0.0
SA,Santo Amaro,17,8,0.0
VM,Vila Mariana,17,8,0.0
PA,Parelheiros ,17,8,0.0
AD,Cidade Ademar,17,8,0.0
MB,M Boi Mirim,18,8,0.0
CL,Campo Limpo,18,8,0.0
CS,Capela do Socorro,18,8,0.0
IP,Ipiranga,18,8,0.0
JA,Jabaquara,18,8,0.0
SA,Santo Amaro,18,8,0.0
VM,Vila Mariana,18,8,0.0
PA,Parelheiros ,18,8,0.0
AD,Cidade Ademar,18,8,0.0
MB,M Boi Mirim,19,8,0.0
CL,Campo Limpo,19,8,0.0
CS,Capela do Socorro,19,8,0.0
IP,Ipiranga,19,8,0.0
JA,Jabaquara,19,8,0.0
SA,Santo Amaro,19,8,0.0
VM,Vila Mariana,19,8,0.0
PA,Parelheiros ,19,8,0.0
AD,Cidade Ademar,19,8,0.0
MB,M Boi Mirim,20,8,0.0
CL,Campo Limpo,20,8,0.0
CS,Capela do Socorro,20,8,0.0
IP,Ipiranga,20,8,0.0
JA,Jabaquara,20,8,0.0
SA,Santo Amaro,20,8,0.0
VM,Vila Mariana,20,8,0.0
PA,Parelheiros ,20,8,0.0
AD,Cidade Ademar,20,8,0.0
MB,M Boi Mirim,21,8,0.0
CL,Campo Limpo,21,8,0.0
CS,Capela do Socorro,21,8,0.0
IP,Ipiranga,21,8,0.0
JA,Jabaquara,21,8,0.0
SA,Santo Amaro,21,8,0.0
VM,Vila Mariana,21,8,0.0
PA,Parelheiros ,21,8,0.0
AD,Cidade Ademar,21,8,0.0
MB,M Boi Mirim,22,8,0.0
CL,Campo Limpo,22,8,0.0
CS,Capela do Socorro,22,8,0.0
IP,Ipiranga,22,8,0.0
JA,Jabaquara,22,8,0.0
SA,Santo Amaro,22,8,0.0
VM,Vila Mariana,22,8,0.0
PA,Parelheiros ,22,8,0.0
AD,Cidade Ademar,22,8,0.0
MB,M Boi Mirim,23,8,0.0
CL,Campo Limpo,23,8,0.0
CS,Capela do Socorro,23,8,0.0
IP,Ipiranga,23,8,0.0
JA,Jabaquara,23,8,0.0
SA,Santo Amaro,23,8,0.0
VM,Vila Mariana,23,8,0.0
PA,Parelheiros ,23,8,0.0
AD,Cidade Ademar,23,8,0.0
MB,M Boi Mirim,24,8,2.6
CL,Campo Limpo,24,8,2.1
CS,Capela do Socorro,24,8,3.0
IP,Ipiranga,24,8,1.5
JA,Jabaquara,24,8,0.9
SA,Santo Amaro,24,8,0.8
VM,Vila Mariana,24,8,1.8
PA,Parelheiros ,24,8,1.2000000000000002
AD,Cidade Ademar,24,8,2.4
MB,M Boi Mirim,25,8,6.3
CL,Campo Limpo,25,8,5.6
CS,Capela do Socorro,25,8,6.2
IP,Ipiranga,25,8,4.9
JA,Jabaquara,25,8,6.699999999999999
SA,Santo Amaro,25,8,5.6
VM,Vila Mariana,25,8,5.0
PA,Parelheiros ,25,8,7.9
AD,Cidade Ademar,25,8,6.300000000000001
MB,M Boi Mirim,26,8,6.9
CL,Campo Limpo,26,8,8.799999999999999
CS,Capela do Socorro,26,8,5.9
IP,Ipiranga,26,8,7.4
JA,Jabaquara,26,8,9.4
SA,Santo Amaro,26,8,8.2
VM,Vila Mariana,26,8,8.1
PA,Parelheiros ,26,8,10.9
AD,Cidade Ademar,26,8,8.5
MB,M Boi Mirim,27,8,6.699999999999999
CL,Campo Limpo,27,8,7.1
CS,Capela do Socorro,27,8,6.5
IP,Ipiranga,27,8,6.199999999999999
JA,Jabaquara,27,8,7.9
SA,Santo Amaro,27,8,6.9
VM,Vila Mariana,27,8,6.4
PA,Parelheiros ,27,8,8.2
AD,Cidade Ademar,27,8,7.5
MB,M Boi Mirim,28,8,0.9000000000000001
CL,Campo Limpo,28,8,1.4
CS,Capela do Socorro,28,8,0.7
IP,Ipiranga,28,8,0.1
JA,Jabaquara,28,8,0.0
SA,Santo Amaro,28,8,0.4
VM,Vila Mariana,28,8,0.2
PA,Parelheiros ,28,8,4.199999999999999
AD,Cidade Ademar,28,8,0.3
