,Temp. Ins. (C),Umi. Ins. (%),Vel. Vento (m/s),Raj. Vento (m/s),Chuva (mm),num_ocorrencias
7700,17.4,76.0,8.4,2.8,0.0,0.0
7701,16.7,74.0,8.4,4.0,0.0,0.0
7702,16.5,78.0,7.3,2.7,0.0,0.0
7703,15.8,80.0,7.2,2.7,0.0,0.0
7704,15.5,78.0,7.0,2.1,0.0,0.0
7705,15.6,84.0,6.0,2.4,0.0,0.0
7706,15.8,89.0,6.2,2.8,0.0,0.0
7707,15.9,89.0,6.2,3.0,0.0,0.0
7708,16.0,87.0,7.2,2.9,0.0,0.0
7709,16.0,91.0,6.8,2.6,0.0,0.0
7710,16.1,93.0,5.8,3.0,0.0,0.0
7711,15.9,95.0,5.9,2.0,0.0,0.0
7712,16.2,92.0,6.3,2.6,0.0,2.0
7713,16.3,94.0,6.0,2.7,0.0,1.0
7714,16.5,95.0,5.6,2.4,0.0,2.0
7715,17.2,92.0,6.3,1.9,0.0,0.0
7716,18.2,86.0,4.3,2.2,0.0,1.0
7717,19.2,85.0,4.6,2.5,0.0,0.0
7718,19.0,85.0,6.9,3.9,0.0,0.0
7719,20.7,77.0,7.7,3.8,0.0,0.0
7720,19.3,85.0,7.7,2.9,0.0,0.0
7721,19.1,85.0,7.6,3.6,0.0,1.0
7722,18.2,91.0,8.1,3.6,0.0,0.0
7723,17.4,93.0,7.8,4.0,0.0,1.0
7724,17.3,94.0,7.9,3.6,0.0,0.0
7725,17.3,94.0,7.8,3.1,0.0,1.0
7726,17.2,96.0,6.2,2.6,0.0,0.0
7727,17.3,97.0,8.1,3.0,0.0,0.0
7728,17.3,91.0,7.5,3.4,0.0,0.0
7729,17.2,94.0,7.3,2.0,0.0,0.0
7730,17.3,95.0,5.6,2.7,0.0,0.0
7731,17.4,95.0,5.9,2.3,0.0,0.0
7732,17.2,97.0,5.5,2.3,0.0,0.0
7733,17.2,96.0,5.1,1.9,0.0,0.0
7734,17.5,95.0,4.3,1.8,0.0,0.0
7735,17.6,95.0,4.3,1.7,0.0,0.0
7736,17.6,96.0,3.9,1.5,0.0,0.0
7737,17.7,96.0,3.8,1.6,0.0,0.0
7738,18.2,92.0,4.0,2.1,0.0,0.0
7739,19.0,90.0,4.0,1.8,0.0,0.0
7740,19.4,88.0,4.4,2.1,0.0,1.0
7741,19.7,88.0,5.3,2.3,0.0,1.0
7742,21.6,84.0,5.9,2.5,0.0,0.0
7743,21.1,84.0,6.4,3.2,0.0,0.0
7744,22.0,79.0,6.3,3.6,0.0,1.0
7745,21.9,80.0,6.8,3.9,0.0,0.0
7746,19.7,90.0,8.7,3.5,0.0,0.0
7747,19.0,93.0,7.8,3.9,0.0,0.0
7748,18.8,92.0,7.8,3.4,0.0,0.0
7749,17.8,97.0,8.7,3.2,0.0,0.0
7750,18.0,95.0,7.9,3.8,0.0,0.0
7751,18.0,97.0,6.8,2.7,0.0,0.0
7752,18.2,97.0,5.8,2.4,0.0,1.0
7753,18.2,97.0,5.1,2.7,0.0,0.0
7754,18.3,97.0,5.1,1.8,0.0,0.0
7755,18.2,96.0,4.0,1.7,0.0,0.0
7756,18.2,96.0,4.0,1.8,0.0,0.0
7757,17.7,96.0,4.0,1.2,0.0,1.0
7758,18.2,94.0,3.8,1.6,0.0,0.0
7759,18.2,94.0,3.9,1.2,0.0,0.0
7760,17.9,94.0,3.4,1.3,0.0,0.0
7761,18.2,94.0,3.4,1.3,0.0,0.0
7762,19.2,90.0,3.3,0.9,0.0,2.0
7763,20.2,84.0,2.9,1.5,0.0,0.0
7764,20.4,83.0,6.0,2.5,0.0,0.0
7765,20.6,84.0,7.0,3.3,0.0,0.0
7766,22.8,80.0,7.0,2.8,0.0,1.0
7767,22.9,78.0,7.4,4.1,0.0,0.0
7768,22.7,78.0,8.7,4.0,0.0,0.0
7769,20.1,88.0,8.6,3.9,0.0,1.0
7770,19.8,91.0,9.2,4.0,0.0,0.0
7771,19.8,90.0,8.0,3.2,0.0,0.0
7772,19.0,93.0,7.4,3.4,0.0,0.0
7773,18.6,92.0,7.4,3.3,0.0,0.0
7774,18.3,96.0,8.5,3.0,0.0,0.0
7775,18.5,95.0,7.6,2.4,0.0,0.0
7776,18.4,96.0,5.0,1.6,0.0,0.0
7777,18.9,93.0,4.3,2.1,0.0,1.0
7778,18.6,93.0,4.3,2.2,0.0,0.0
7779,18.5,94.0,4.6,2.2,0.0,0.0
7780,18.5,94.0,4.4,2.1,0.0,0.0
7781,18.2,95.0,4.6,1.9,0.0,0.0
7782,18.0,94.0,5.4,1.9,0.0,0.0
7783,17.6,96.0,3.7,0.9,0.0,0.0
7784,17.9,95.0,2.4,0.9,0.0,0.0
7785,18.4,94.0,1.7,0.9,0.0,0.0
7786,19.4,88.0,3.4,1.2,0.0,2.0
7787,21.1,78.0,5.3,2.0,0.0,0.0
7788,23.5,70.0,5.1,2.5,0.0,1.0
7789,24.5,64.0,4.9,1.6,0.0,3.0
7790,26.0,59.0,4.6,1.6,0.0,0.0
7791,25.4,71.0,6.8,3.1,0.0,1.0
7792,25.6,70.0,7.1,3.5,0.0,2.0
7793,24.1,74.0,7.9,3.6,0.0,0.0
7794,22.5,83.0,8.8,4.5,0.0,0.0
7795,21.5,84.0,10.2,3.7,0.0,0.0
7796,21.7,80.0,7.7,2.9,0.0,0.0
7797,21.5,83.0,6.7,2.5,0.0,1.0
7798,20.3,86.0,5.9,3.1,0.0,0.0
7799,19.5,89.0,7.8,3.0,0.0,0.0
7800,19.5,89.0,5.7,1.8,0.0,0.0
7801,19.3,91.0,3.7,1.6,0.0,0.0
7802,19.5,90.0,3.6,1.3,0.0,0.0
7803,18.7,94.0,2.6,0.4,0.0,0.0
7804,19.4,90.0,2.6,0.6,0.0,0.0
7805,20.1,86.0,3.3,1.5,0.0,0.0
7806,20.1,87.0,5.0,2.0,0.0,0.0
7807,19.6,90.0,4.5,1.7,0.0,0.0
7808,19.4,91.0,4.9,1.8,0.0,0.0
7809,20.1,89.0,3.8,1.1,0.0,0.0
7810,21.6,81.0,3.2,1.3,0.0,0.0
7811,24.2,70.0,3.1,1.2,0.0,0.0
7812,26.9,62.0,5.0,1.6,0.0,0.0
7813,28.9,51.0,5.8,1.8,0.0,0.0
7814,30.1,48.0,6.4,1.7,0.0,0.0
7815,31.1,43.0,6.3,2.1,0.0,0.0
7816,29.8,48.0,7.0,1.5,0.0,0.0
7817,23.9,79.0,6.8,3.0,0.0,3.0
7818,26.0,68.0,5.9,3.0,0.0,4.0
7819,25.2,72.0,6.0,2.9,0.0,0.0
7820,22.5,92.0,6.0,0.6,2.0,0.0
7821,21.1,84.0,9.8,1.4,0.0,0.0
7822,21.1,87.0,3.7,0.5,0.0,1.0
7823,21.3,87.0,1.5,0.5,0.0,0.0
7824,22.7,81.0,3.0,1.4,0.0,0.0
7825,21.8,87.0,3.8,0.8,0.0,0.0
7826,21.8,80.0,4.9,1.4,0.0,0.0
7827,21.9,76.0,6.4,1.7,0.0,0.0
7828,21.2,80.0,6.4,2.1,0.0,0.0
7829,20.3,86.0,5.0,1.2,0.0,0.0
7830,20.4,85.0,5.1,2.2,0.0,1.0
7831,19.3,90.0,4.9,1.0,0.0,0.0
7832,19.1,91.0,3.5,0.6,0.0,0.0
7833,20.4,86.0,3.7,1.4,0.0,1.0
7834,22.6,78.0,5.9,2.5,0.0,0.0
7835,25.2,67.0,5.9,1.9,0.0,0.0
7836,25.2,65.0,6.2,1.7,0.0,1.0
7837,26.8,59.0,5.4,1.6,0.0,0.0
7838,27.9,57.0,5.3,1.9,0.0,0.0
7839,26.8,64.0,6.1,1.9,0.2,0.0
7840,23.7,82.0,10.4,4.4,0.0,1.0
7841,20.4,98.0,11.4,4.2,6.0,0.0
7842,19.9,98.0,9.6,4.5,0.2,3.0
7843,19.4,98.0,9.6,4.8,0.0,5.0
7844,18.6,92.0,10.4,4.2,0.0,0.0
7845,18.4,91.0,9.5,2.3,0.0,0.0
7846,18.2,92.0,8.3,3.7,0.0,5.0
7847,18.1,94.0,7.6,4.1,0.4,1.0
7848,18.0,93.0,9.6,4.1,0.0,0.0
7849,17.3,93.0,9.4,4.3,0.2,0.0
7850,17.4,93.0,9.4,2.9,0.0,0.0
7851,16.7,96.0,10.0,3.7,0.8,0.0
7852,16.2,95.0,8.8,4.5,1.2,0.0
7853,15.7,95.0,11.5,4.1,0.0,0.0
7854,15.1,93.0,10.4,5.0,0.0,0.0
7855,13.9,92.0,11.2,3.6,0.0,0.0
7856,14.1,92.0,7.8,3.4,0.0,1.0
7857,14.2,89.0,9.1,4.3,0.0,1.0
7858,14.6,84.0,9.9,3.8,0.0,1.0
7859,14.8,83.0,8.3,3.5,0.0,2.0
7860,14.9,87.0,8.0,2.9,0.0,1.0
7861,15.0,83.0,7.4,3.3,0.0,1.0
7862,17.4,72.0,8.9,3.7,0.0,1.0
7863,17.2,70.0,8.8,3.8,0.0,0.0
7864,17.9,65.0,8.8,3.9,0.0,0.0
7865,17.4,68.0,8.5,3.8,0.0,1.0
7866,16.6,74.0,8.0,3.5,0.0,0.0
7867,15.5,82.0,8.4,3.4,0.0,0.0
7868,15.9,83.0,7.8,2.7,0.0,0.0
7869,15.4,81.0,7.7,4.0,0.0,0.0
7870,15.0,83.0,7.9,3.2,0.0,0.0
7871,14.7,85.0,7.2,2.6,0.0,1.0
7872,14.7,87.0,6.2,3.1,0.0,0.0
7873,14.3,89.0,6.9,2.9,0.0,0.0
7874,14.4,89.0,5.7,2.8,0.0,0.0
7875,14.4,86.0,6.9,2.7,0.0,0.0
7876,14.4,85.0,5.8,2.7,0.0,2.0
7877,13.9,85.0,6.2,2.8,0.0,0.0
7878,14.0,87.0,6.9,2.9,0.0,0.0
7879,14.2,86.0,6.3,3.4,0.0,0.0
7880,14.0,87.0,6.5,3.1,0.0,0.0
7881,14.3,84.0,6.7,3.0,0.0,1.0
7882,15.2,80.0,5.4,2.4,0.0,0.0
7883,15.9,72.0,6.6,2.8,0.0,0.0
7884,16.6,70.0,6.6,2.7,0.0,0.0
7885,17.5,67.0,5.4,2.3,0.0,0.0
7886,18.5,69.0,6.9,3.5,0.0,0.0
7887,19.0,69.0,7.3,3.8,0.0,0.0
7888,19.8,68.0,7.0,3.3,0.0,0.0
7889,19.3,72.0,7.8,3.9,0.0,0.0
7890,19.1,73.0,8.9,3.7,0.0,1.0
7891,17.9,77.0,8.4,4.3,0.0,0.0
7892,16.8,83.0,9.2,3.9,0.0,1.0
7893,15.9,84.0,8.6,3.4,0.0,0.0
7894,15.3,84.0,7.4,3.2,0.0,0.0
7895,15.2,88.0,8.3,3.1,0.0,0.0
7896,15.4,90.0,8.1,3.3,0.0,0.0
7897,15.7,91.0,7.2,2.4,0.0,0.0
7898,15.6,90.0,6.1,3.0,0.0,0.0
7899,15.5,91.0,6.8,2.4,0.0,0.0
7900,15.4,90.0,5.9,2.5,0.0,0.0
7901,15.5,94.0,5.1,2.1,0.0,0.0
7902,15.5,94.0,5.2,2.3,0.0,0.0
7903,15.7,91.0,4.6,2.3,0.0,0.0
7904,16.0,91.0,4.6,1.2,0.0,0.0
7905,16.2,88.0,3.8,1.8,0.0,0.0
7906,17.2,85.0,5.2,1.9,0.0,0.0
7907,17.8,83.0,6.6,2.3,0.0,0.0
7908,19.3,77.0,5.4,1.7,0.0,1.0
7909,21.9,68.0,5.4,2.1,0.0,0.0
7910,23.6,62.0,4.2,1.7,0.0,0.0
7911,24.8,63.0,5.0,2.3,0.0,0.0
7912,25.9,64.0,5.9,2.3,0.0,1.0
7913,24.7,65.0,7.0,2.9,0.0,0.0
7914,22.2,72.0,9.2,4.4,0.0,0.0
7915,21.8,74.0,9.3,3.6,0.0,0.0
7916,20.4,78.0,7.5,3.3,0.0,0.0
7917,19.0,85.0,6.5,3.3,0.0,0.0
7918,18.5,87.0,6.5,1.9,0.0,1.0
7919,17.9,89.0,5.1,2.5,0.0,0.0
7920,17.6,92.0,4.5,1.9,0.0,0.0
7921,17.1,93.0,3.2,0.6,0.0,0.0
7922,17.2,94.0,1.6,0.5,0.0,0.0
7923,17.3,95.0,1.8,1.0,0.0,0.0
7924,19.5,86.0,2.8,1.3,0.0,0.0
7925,20.0,81.0,4.3,1.8,0.0,0.0
7926,19.9,82.0,5.4,1.8,0.0,1.0
7927,18.3,95.0,3.7,0.6,0.6,1.0
7928,18.9,91.0,4.1,1.3,0.0,0.0
7929,19.3,87.0,4.7,1.3,0.0,0.0
7930,20.3,83.0,3.8,1.3,0.0,0.0
7931,21.1,79.0,3.9,1.4,0.0,1.0
7932,22.3,78.0,3.3,1.1,0.0,0.0
7933,23.7,73.0,3.5,1.5,0.0,0.0
7934,25.4,70.0,4.3,1.6,0.0,0.0
7935,25.8,69.0,7.8,2.0,0.0,1.0
7936,25.8,67.0,7.0,2.3,0.0,0.0
7937,26.9,69.0,7.0,1.0,0.0,0.0
7938,27.2,66.0,3.5,1.1,0.0,1.0
7939,27.1,62.0,4.2,1.2,0.0,2.0
7940,21.3,89.0,7.6,3.6,0.0,1.0
7941,19.2,98.0,12.8,0.9,22.0,0.0
7942,19.2,98.0,3.0,0.3,5.0,0.0
7943,19.4,98.0,3.3,1.2,1.8,0.0
7944,20.0,98.0,3.4,0.7,0.0,0.0
7945,20.0,98.0,3.1,1.2,0.0,0.0
7946,20.3,97.0,4.5,1.7,0.0,0.0
7947,20.2,96.0,4.5,0.6,0.2,0.0
7948,20.4,97.0,2.1,0.5,0.0,0.0
7949,20.2,97.0,3.0,0.5,4.8,2.0
7950,20.2,97.0,2.2,0.6,0.0,0.0
7951,20.1,97.0,2.1,0.8,0.0,2.0
7952,19.2,97.0,5.6,1.9,1.2,1.0
7953,19.0,96.0,4.2,2.1,0.6,1.0
7954,19.2,95.0,4.7,1.6,0.0,0.0
7955,19.2,96.0,3.8,1.8,0.4,2.0
7956,19.1,94.0,7.0,3.1,0.2,6.0
7957,19.2,92.0,9.3,3.5,0.0,0.0
7958,19.8,87.0,8.5,3.9,0.0,4.0
7959,19.0,89.0,8.8,3.5,0.0,0.0
7960,19.0,83.0,9.0,4.5,0.0,2.0
7961,18.3,85.0,9.0,4.1,0.0,0.0
7962,18.4,86.0,7.4,3.5,0.0,5.0
7963,17.3,92.0,7.5,4.3,0.0,2.0
7964,16.4,97.0,7.7,3.3,0.6,1.0
7965,15.7,94.0,9.5,3.6,0.0,0.0
7966,15.3,93.0,8.4,3.5,0.0,1.0
7967,15.0,94.0,8.2,3.3,0.0,0.0
7968,14.9,92.0,8.3,4.0,0.0,1.0
7969,15.0,92.0,7.8,2.4,0.0,2.0
7970,14.9,93.0,6.7,2.7,0.0,0.0
7971,15.1,92.0,6.8,3.2,0.0,0.0
7972,15.2,91.0,6.8,2.5,0.0,1.0
7973,15.0,90.0,6.4,2.8,0.0,0.0
7974,15.0,91.0,6.0,2.3,0.0,0.0
7975,15.0,90.0,6.3,2.7,0.0,1.0
7976,15.2,90.0,5.6,2.3,0.0,1.0
7977,15.5,90.0,5.9,3.0,0.0,2.0
7978,15.8,88.0,6.3,3.2,0.0,1.0
7979,17.0,84.0,6.3,3.0,0.0,2.0
7980,18.2,75.0,6.7,3.4,0.0,0.0
7981,18.7,71.0,6.9,3.1,0.0,0.0
7982,19.3,72.0,6.7,3.3,0.0,0.0
7983,20.0,70.0,7.6,4.1,0.0,1.0
7984,20.4,73.0,8.5,4.2,0.0,0.0
7985,19.6,77.0,9.1,4.8,0.0,0.0
7986,19.2,81.0,9.7,4.5,0.0,0.0
7987,17.4,89.0,8.9,4.4,0.0,0.0
7988,16.8,94.0,9.1,4.1,0.2,0.0
7989,16.5,94.0,7.5,3.3,0.0,1.0
7990,16.3,93.0,7.6,2.9,0.0,0.0
7991,16.2,95.0,5.9,2.7,0.0,0.0
7992,16.2,96.0,5.7,2.1,0.0,0.0
7993,16.1,95.0,4.8,1.4,0.0,0.0
7994,16.3,95.0,3.4,1.0,0.0,0.0
7995,16.5,95.0,2.2,0.7,0.0,0.0
7996,16.2,96.0,1.5,0.3,0.0,0.0
7997,16.8,94.0,1.9,1.2,0.0,0.0
7998,17.2,93.0,2.9,0.9,0.0,0.0
7999,17.5,93.0,2.6,0.8,0.0,1.0
8000,17.6,93.0,3.5,1.1,0.0,1.0
8001,17.6,94.0,3.5,1.4,0.0,0.0
8002,18.5,91.0,3.0,1.4,0.0,0.0
8003,20.5,83.0,3.8,1.7,0.0,0.0
8004,22.7,75.0,3.5,0.8,0.0,0.0
8005,25.7,68.0,3.4,1.4,0.0,0.0
8006,27.6,64.0,4.0,2.0,0.0,1.0
8007,29.3,64.0,5.1,1.7,0.0,0.0
8008,29.2,54.0,4.5,1.6,0.0,0.0
8009,27.3,67.0,7.0,3.6,0.0,0.0
8010,25.8,71.0,7.7,3.1,0.0,1.0
8011,22.0,84.0,8.4,3.9,0.0,0.0
8012,20.7,92.0,8.2,2.3,0.0,0.0
8013,19.9,94.0,6.0,3.2,0.0,0.0
8014,18.8,96.0,6.1,2.4,0.0,0.0
8015,18.6,96.0,5.6,1.8,0.0,0.0
8016,18.6,96.0,3.4,0.5,0.0,0.0
8017,19.7,92.0,2.2,0.7,0.0,0.0
8018,21.4,85.0,3.4,1.2,0.0,0.0
8019,21.8,83.0,4.3,1.7,0.0,0.0
8020,21.1,88.0,5.2,1.5,0.0,0.0
8021,20.6,92.0,2.9,0.9,0.0,0.0
8022,20.2,95.0,3.4,1.1,0.2,0.0
8023,20.0,95.0,3.6,1.3,0.0,0.0
8024,20.3,94.0,3.1,1.2,0.0,0.0
8025,20.9,93.0,3.8,1.4,0.0,2.0
8026,23.0,82.0,5.8,2.2,0.0,0.0
8027,24.5,77.0,6.5,2.5,0.0,0.0
8028,25.7,69.0,9.0,2.2,0.0,0.0
8029,26.6,67.0,7.6,1.8,0.0,0.0
8030,26.3,67.0,6.2,1.4,0.0,0.0
8031,27.0,65.0,5.6,1.6,0.0,0.0
8032,28.9,63.0,5.3,1.5,0.0,0.0
8033,29.6,57.0,5.0,1.6,0.0,0.0
8034,29.7,51.0,5.4,1.3,0.0,0.0
8035,28.6,46.0,6.9,3.1,0.0,0.0
8036,24.8,79.0,8.8,3.9,0.0,0.0
8037,22.5,85.0,8.2,3.6,0.0,0.0
8038,21.8,85.0,7.2,3.7,0.0,0.0
8039,20.2,84.0,8.5,2.9,0.0,1.0
8040,19.3,85.0,9.0,3.5,0.0,0.0
8041,19.1,85.0,6.9,3.3,0.0,0.0
8042,18.9,86.0,6.2,2.6,0.0,0.0
8043,18.5,87.0,6.8,3.3,0.0,0.0
8044,18.3,88.0,6.1,2.5,0.0,0.0
8045,18.4,89.0,5.8,3.1,0.0,0.0
8046,18.4,91.0,6.5,2.8,0.0,1.0
8047,18.3,94.0,6.3,2.4,0.0,0.0
8048,17.6,96.0,7.0,2.8,0.0,0.0
8049,17.3,96.0,7.1,2.0,0.4,0.0
8050,17.1,96.0,7.2,3.2,0.4,2.0
8051,16.1,94.0,8.9,3.3,0.0,0.0
8052,16.1,94.0,8.4,3.8,0.0,0.0
8053,17.4,92.0,8.0,3.0,0.0,1.0
8054,17.3,88.0,7.4,3.3,0.0,2.0
8055,17.8,83.0,6.7,3.0,0.0,0.0
8056,19.0,79.0,8.1,3.0,0.0,0.0
8057,17.4,88.0,7.4,2.6,0.0,0.0
8058,16.0,91.0,8.3,3.6,0.0,1.0
8059,16.8,88.0,8.4,3.2,0.0,0.0
8060,15.9,90.0,8.1,3.2,0.0,0.0
8061,15.6,88.0,8.1,3.3,0.0,1.0
8062,15.4,85.0,7.9,3.1,0.0,0.0
8063,15.4,85.0,7.4,2.9,0.0,1.0
8064,15.5,86.0,8.3,3.2,0.0,0.0
8065,15.5,87.0,7.9,3.2,0.0,0.0
8066,15.4,87.0,7.9,2.6,0.0,0.0
8067,15.0,87.0,6.0,2.3,0.0,0.0
8068,15.1,88.0,5.4,1.8,0.0,0.0
8069,14.9,89.0,6.3,2.6,0.0,0.0
8070,14.3,91.0,4.7,1.6,0.0,0.0
8071,14.5,90.0,4.6,1.8,0.0,0.0
8072,14.6,90.0,6.0,2.9,0.0,0.0
8073,15.0,90.0,6.1,1.9,0.0,0.0
8074,15.8,87.0,4.8,1.9,0.0,0.0
8075,17.5,81.0,5.4,2.3,0.0,0.0
8076,17.7,80.0,5.9,2.9,0.0,0.0
8077,18.0,82.0,8.5,3.5,0.0,1.0
8078,17.7,82.0,8.5,2.9,0.0,0.0
8079,17.4,88.0,6.9,3.2,0.0,0.0
8080,18.0,85.0,5.9,2.7,0.0,1.0
8081,17.1,91.0,5.9,2.9,0.0,0.0
8082,17.7,89.0,6.1,2.6,0.0,1.0
8083,17.5,89.0,8.5,3.5,0.0,0.0
8084,17.2,91.0,8.5,3.2,0.0,0.0
8085,16.0,96.0,7.3,3.3,0.0,0.0
8086,15.7,97.0,7.3,3.2,0.0,0.0
8087,16.1,96.0,7.1,2.8,0.0,0.0
8088,16.1,96.0,6.3,2.6,0.0,0.0
8089,16.1,95.0,5.7,2.8,0.0,0.0
8090,16.2,96.0,5.1,1.9,0.0,0.0
8091,16.3,95.0,3.9,1.6,0.0,0.0
8092,16.5,94.0,3.5,1.5,0.0,0.0
8093,16.7,94.0,3.7,1.6,0.0,0.0
8094,17.7,88.0,3.6,1.6,0.0,0.0
8095,18.0,88.0,5.8,2.2,0.0,0.0
8096,18.0,89.0,5.9,1.5,0.0,3.0
8097,18.0,90.0,4.6,1.6,0.0,0.0
8098,18.4,89.0,4.8,1.3,0.0,0.0
8099,20.2,82.0,4.3,1.5,0.0,1.0
8100,22.3,74.0,4.5,1.4,0.0,0.0
8101,23.8,70.0,3.6,1.3,0.0,0.0
8102,24.9,66.0,3.6,1.9,0.0,0.0
8103,26.6,65.0,4.5,1.6,0.0,1.0
8104,26.0,69.0,6.4,3.5,0.0,1.0
8105,22.7,82.0,7.7,3.5,0.0,1.0
8106,20.6,89.0,8.3,3.7,0.0,1.0
8107,20.7,87.0,7.6,3.5,0.0,0.0
8108,20.2,89.0,7.4,2.8,0.0,1.0
8109,19.6,92.0,5.8,2.2,0.0,0.0
8110,19.3,93.0,5.2,2.2,0.0,0.0
8111,18.9,94.0,4.4,0.5,0.0,1.0
8112,19.3,93.0,2.0,0.5,0.0,0.0
8113,19.3,93.0,1.4,0.2,0.0,0.0
8114,19.4,93.0,1.2,0.3,0.0,0.0
8115,21.3,88.0,3.6,1.3,0.0,0.0
8116,21.6,88.0,3.6,1.2,0.0,0.0
8117,21.4,88.0,3.3,1.1,0.0,0.0
8118,20.6,95.0,2.7,0.4,0.0,0.0
8119,20.6,95.0,2.9,1.3,0.2,0.0
8120,20.5,95.0,3.3,1.0,0.2,2.0
8121,20.5,95.0,3.6,1.8,0.0,1.0
8122,21.5,91.0,3.9,1.7,0.0,3.0
8123,23.3,81.0,4.8,2.0,0.0,2.0
8124,24.7,74.0,9.3,3.3,0.0,0.0
8125,27.6,65.0,11.9,4.5,0.0,0.0
8126,28.8,61.0,12.3,4.0,0.0,4.0
8127,29.2,61.0,10.0,2.7,0.0,3.0
8128,29.8,59.0,9.8,3.2,0.0,3.0
8129,28.8,59.0,9.9,1.9,0.0,2.0
8130,24.5,81.0,6.3,2.0,0.4,2.0
8131,20.5,98.0,10.7,2.2,22.6,0.0
8132,21.4,98.0,6.0,0.7,0.2,0.0
8133,21.2,98.0,4.1,1.2,0.2,1.0
8134,21.2,98.0,3.3,0.8,0.2,0.0
8135,21.4,98.0,2.8,0.9,0.0,0.0
8136,21.4,97.0,3.7,1.6,0.0,0.0
8137,21.1,98.0,4.2,1.3,0.0,0.0
8138,21.1,98.0,4.2,0.8,0.0,0.0
8139,19.9,93.0,4.6,1.0,1.0,4.0
8140,19.9,96.0,3.3,0.3,0.0,0.0
8141,20.1,94.0,2.9,1.2,0.0,0.0
8142,19.8,95.0,3.6,1.1,0.0,0.0
8143,19.4,96.0,4.4,1.6,0.6,1.0
8144,18.2,95.0,7.4,2.7,0.0,1.0
8145,17.6,93.0,7.5,3.0,0.0,1.0
8146,17.5,95.0,7.1,3.3,0.0,4.0
8147,16.6,96.0,7.1,3.2,0.0,0.0
8148,16.5,97.0,6.5,2.7,0.0,2.0
8149,16.8,93.0,6.5,2.6,0.0,0.0
8150,17.4,89.0,4.9,2.1,0.0,0.0
8151,18.0,88.0,5.3,2.3,0.0,0.0
8152,18.3,87.0,4.3,2.3,0.0,0.0
8153,20.0,81.0,4.0,2.0,0.0,0.0
8154,20.1,80.0,5.3,2.9,0.0,1.0
8155,19.4,82.0,6.1,2.9,0.0,1.0
8156,19.1,85.0,5.5,2.5,0.0,4.0
8157,18.5,87.0,6.4,2.0,0.0,0.0
8158,17.9,90.0,5.7,2.4,0.0,1.0
8159,17.2,90.0,5.7,1.9,0.0,0.0
8160,16.8,93.0,3.4,1.2,0.0,0.0
8161,16.9,94.0,4.3,1.8,0.0,0.0
8162,16.4,95.0,3.9,2.3,0.0,0.0
8163,16.6,95.0,4.1,1.5,0.0,0.0
8164,16.4,95.0,3.3,1.3,0.0,0.0
8165,16.2,95.0,4.1,0.8,0.0,1.0
8166,16.6,95.0,2.1,0.4,0.0,0.0
8167,16.4,95.0,2.6,0.7,0.0,1.0
8168,15.9,95.0,2.0,0.3,0.0,1.0
8169,16.5,96.0,1.9,0.7,0.0,1.0
8170,18.5,84.0,2.3,1.2,0.0,1.0
8171,20.5,74.0,4.1,2.0,0.0,1.0
8172,21.8,62.0,7.6,2.8,0.0,5.0
8173,22.5,57.0,6.8,3.4,0.0,1.0
8174,23.2,56.0,7.4,3.9,0.0,0.0
8175,23.5,53.0,7.4,4.7,0.0,1.0
8176,24.5,56.0,8.9,4.0,0.0,0.0
8177,23.6,53.0,8.9,4.1,0.0,0.0
8178,23.2,60.0,8.4,3.7,0.0,1.0
8179,22.5,63.0,9.1,4.2,0.0,2.0
8180,21.1,68.0,8.5,3.9,0.0,0.0
8181,19.3,78.0,8.6,4.3,0.0,0.0
8182,17.9,83.0,9.2,3.6,0.0,1.0
8183,17.0,84.0,8.9,3.3,0.0,0.0
8184,16.5,86.0,7.8,2.2,0.0,0.0
8185,15.9,88.0,5.6,1.5,0.0,0.0
8186,16.2,84.0,3.7,1.1,0.0,0.0
8187,15.4,87.0,3.6,1.2,0.0,0.0
8188,14.8,85.0,2.5,0.8,0.0,0.0
8189,14.9,79.0,2.1,0.9,0.0,0.0
8190,14.1,81.0,2.0,0.8,0.0,0.0
8191,13.5,83.0,1.4,0.7,0.0,0.0
8192,12.8,90.0,1.2,0.7,0.0,1.0
8193,15.3,85.0,1.5,1.0,0.0,0.0
8194,18.5,69.0,3.6,1.5,0.0,1.0
8195,20.3,56.0,4.9,2.0,0.0,1.0
8196,21.8,50.0,4.8,2.1,0.0,1.0
8197,23.1,55.0,5.4,2.7,0.0,0.0
8198,23.8,53.0,6.4,3.6,0.0,1.0
8199,23.2,47.0,7.7,4.3,0.0,0.0
8200,23.7,52.0,7.8,3.2,0.0,0.0
8201,24.4,50.0,6.4,3.1,0.0,1.0
8202,23.5,63.0,8.3,3.9,0.0,1.0
8203,22.0,68.0,8.6,4.5,0.0,0.0
8204,20.7,74.0,8.6,4.0,0.0,0.0
8205,19.5,80.0,8.4,4.1,0.0,0.0
8206,18.0,87.0,8.4,3.3,0.0,1.0
8207,17.4,90.0,6.6,2.2,0.0,0.0
8208,17.2,92.0,4.9,1.8,0.0,0.0
8209,17.0,94.0,3.9,1.7,0.0,0.0
8210,16.8,92.0,3.0,1.2,0.0,0.0
8211,16.3,95.0,2.5,0.7,0.0,0.0
8212,16.3,96.0,1.8,1.1,0.0,0.0
8213,16.3,96.0,1.9,1.0,0.0,0.0
8214,16.5,96.0,1.9,0.4,0.0,0.0
8215,16.9,95.0,1.4,0.2,0.0,0.0
