Temp. Ins. (C),Umi. Ins. (%),Vel. Vento (m/s),Raj. Vento (m/s),Chuva (mm),num_ocorrencias
16.7,92.0,1.3,3.0,0.0,0.0
18.2,87.0,1.1,3.5,0.0,0.0
20.8,74.0,0.8,2.9,0.0,1.0
22.2,69.0,1.0,3.5,0.0,0.0
23.0,62.0,1.6,3.8,0.0,0.0
24.0,54.0,2.3,3.6,0.0,1.0
21.6,80.0,4.4,7.6,0.0,0.0
19.4,91.0,4.1,9.3,0.0,0.0
18.0,98.0,3.7,8.2,0.0,0.0
17.3,100.0,4.4,8.4,0.0,1.0
17.2,100.0,3.0,8.6,0.0,0.0
17.1,100.0,2.0,6.5,0.0,2.0
17.1,100.0,2.7,5.6,0.0,0.0
17.1,100.0,2.0,5.3,0.0,0.0
17.0,100.0,2.1,4.8,0.0,0.0
16.9,100.0,2.3,4.6,0.0,0.0
17.1,100.0,1.8,4.1,0.0,3.0
16.8,100.0,1.3,4.2,0.0,0.0
16.9,100.0,1.5,3.3,0.0,0.0
16.8,100.0,1.3,3.9,0.0,0.0
16.6,100.0,0.8,3.2,0.0,0.0
16.8,100.0,1.0,2.6,0.0,0.0
16.9,100.0,0.9,2.4,0.0,1.0
16.8,100.0,1.3,3.0,0.0,0.0
16.6,100.0,1.0,2.5,0.0,2.0
17.4,100.0,1.7,3.8,0.0,2.0
18.3,94.0,1.5,3.8,0.0,0.0
20.2,82.0,1.4,3.0,0.0,1.0
21.3,72.0,1.1,3.7,0.0,0.0
23.9,57.0,1.3,5.0,0.0,0.0
24.6,57.0,0.9,3.8,0.0,1.0
25.2,44.0,2.9,6.1,0.0,2.0
26.2,42.0,2.1,7.6,0.0,1.0
25.5,40.0,1.1,6.9,0.0,1.0
24.7,41.0,1.4,4.0,0.0,0.0
18.9,97.0,2.8,11.5,0.0,0.0
18.5,91.0,1.7,8.4,0.0,0.0
18.0,90.0,1.2,4.4,0.0,0.0
17.7,92.0,1.2,4.2,0.0,0.0
16.8,100.0,2.6,7.6,0.0,0.0
16.3,100.0,1.8,6.5,0.0,1.0
15.9,100.0,3.0,7.0,0.0,0.0
15.5,100.0,2.6,6.5,0.0,0.0
15.1,100.0,2.8,6.0,0.0,0.0
15.1,100.0,2.9,6.5,0.0,0.0
14.9,100.0,3.0,6.5,0.0,0.0
14.7,100.0,3.4,6.7,0.0,0.0
14.4,100.0,2.9,6.7,0.0,0.0
14.0,100.0,3.0,8.6,0.2,1.0
13.8,100.0,2.8,6.6,0.0,1.0
14.2,100.0,4.0,8.8,0.0,0.0
14.8,96.0,4.8,8.5,0.0,0.0
15.2,91.0,3.6,9.5,0.0,0.0
14.6,94.0,3.8,8.5,0.0,1.0
14.2,100.0,3.3,7.0,0.0,0.0
13.8,96.0,3.6,7.5,0.0,0.0
14.0,98.0,2.8,5.9,0.2,0.0
13.3,100.0,3.7,7.4,0.0,0.0
12.8,100.0,4.0,8.1,0.0,0.0
12.6,100.0,3.3,7.7,0.0,0.0
12.6,100.0,2.7,6.3,0.0,1.0
12.5,100.0,3.3,7.3,0.0,0.0
12.5,100.0,3.4,7.4,0.0,1.0
12.3,100.0,3.0,7.4,0.0,0.0
12.2,100.0,2.3,5.6,0.0,0.0
12.4,100.0,2.2,5.0,0.0,0.0
12.3,100.0,2.4,5.7,0.0,0.0
12.4,100.0,2.4,6.1,0.0,0.0
12.6,100.0,1.9,5.1,0.0,0.0
12.2,100.0,2.6,5.7,0.0,0.0
12.2,100.0,1.8,6.1,0.0,2.0
12.4,100.0,1.6,4.3,0.0,1.0
12.4,100.0,1.4,3.5,0.0,0.0
12.9,100.0,1.5,3.5,0.0,0.0
13.7,98.0,2.1,4.4,0.0,0.0
15.1,92.0,2.0,4.4,0.0,0.0
15.2,94.0,3.1,5.7,0.0,0.0
16.5,92.0,2.5,5.7,0.0,2.0
16.5,93.0,2.8,6.3,0.0,0.0
16.3,93.0,3.0,7.7,0.0,1.0
15.9,95.0,3.1,6.7,0.0,0.0
15.1,100.0,3.0,6.8,0.0,0.0
14.5,100.0,2.6,6.2,0.0,0.0
14.1,100.0,2.2,5.2,0.0,0.0
13.9,100.0,2.4,5.0,0.0,1.0
14.1,100.0,2.3,5.3,0.0,0.0
14.4,100.0,2.4,4.5,0.0,0.0
14.3,100.0,1.9,5.0,0.0,0.0
14.4,100.0,1.3,3.9,0.0,0.0
14.6,100.0,1.3,2.3,0.0,0.0
14.5,100.0,0.8,2.9,0.0,0.0
14.8,100.0,1.2,3.5,0.0,0.0
14.9,100.0,1.2,3.8,0.0,0.0
15.0,99.0,0.8,3.9,0.0,0.0
15.1,99.0,1.2,3.3,0.0,0.0
14.8,100.0,2.2,4.0,0.0,0.0
14.7,100.0,1.2,4.0,0.0,2.0
15.6,99.0,0.9,2.5,0.0,0.0
16.6,90.0,1.5,3.9,0.0,0.0
17.6,83.0,1.3,4.4,0.0,1.0
19.3,79.0,1.2,4.2,0.0,1.0
21.5,67.0,1.5,4.0,0.0,0.0
23.4,52.0,1.3,4.5,0.0,2.0
24.4,44.0,1.5,5.3,0.0,0.0
24.6,48.0,1.1,5.0,0.0,1.0
18.9,94.0,2.8,6.8,0.0,1.0
17.4,100.0,2.7,6.5,0.0,1.0
16.8,100.0,1.6,5.2,0.0,2.0
16.2,100.0,1.9,3.3,0.0,0.0
15.9,100.0,0.8,3.7,0.0,0.0
16.0,100.0,0.6,2.3,0.0,0.0
16.0,100.0,1.1,2.6,0.0,0.0
16.1,100.0,1.1,2.7,0.0,0.0
15.6,100.0,1.2,2.7,0.0,0.0
14.1,100.0,0.6,2.6,0.0,1.0
14.1,100.0,1.3,2.5,0.0,0.0
13.2,100.0,0.8,2.6,0.0,0.0
12.9,100.0,1.3,1.9,0.0,0.0
13.0,100.0,0.8,1.9,0.0,0.0
13.1,100.0,0.8,1.9,0.0,0.0
13.9,100.0,1.2,3.2,0.0,0.0
15.0,100.0,1.1,2.8,0.0,0.0
16.7,97.0,0.6,2.5,0.0,0.0
19.7,75.0,1.3,4.5,0.0,2.0
21.0,67.0,2.1,5.2,0.0,0.0
21.7,61.0,1.5,4.5,0.0,1.0
22.5,55.0,1.9,3.6,0.0,3.0
22.1,68.0,1.9,4.9,0.0,1.0
22.6,70.0,2.1,3.6,0.0,0.0
19.1,94.0,3.7,6.7,0.0,0.0
16.8,100.0,3.9,6.9,0.0,0.0
16.2,100.0,3.0,7.1,0.0,1.0
16.2,100.0,2.8,6.7,0.0,0.0
16.3,100.0,1.1,6.1,0.0,0.0
16.2,100.0,1.0,3.1,0.0,0.0
15.7,100.0,1.0,2.8,0.0,0.0
15.4,100.0,0.8,3.4,0.0,0.0
14.5,100.0,0.4,1.8,0.0,0.0
14.5,100.0,0.8,1.4,0.0,0.0
14.4,100.0,0.3,1.6,0.0,0.0
13.8,100.0,0.7,2.2,0.0,0.0
14.2,100.0,1.3,2.8,0.0,1.0
14.5,100.0,1.0,3.9,0.0,1.0
14.3,100.0,1.1,2.7,0.0,0.0
14.4,100.0,1.2,3.1,0.0,2.0
15.1,100.0,1.2,3.8,0.0,0.0
17.1,95.0,1.4,2.8,0.0,1.0
20.5,78.0,1.4,3.3,0.0,0.0
23.1,56.0,1.6,3.8,0.0,0.0
25.7,41.0,1.7,4.2,0.0,2.0
27.7,33.0,1.7,5.4,0.0,0.0
28.6,24.0,1.5,4.5,0.0,1.0
29.0,23.0,1.3,4.8,0.0,0.0
29.4,22.0,1.5,4.7,0.0,1.0
27.6,22.0,2.0,4.6,0.0,0.0
23.3,35.0,0.3,4.2,0.0,0.0
21.5,65.0,1.3,2.4,0.0,0.0
18.8,82.0,0.7,1.9,0.0,1.0
18.2,90.0,0.4,0.9,0.0,0.0
18.0,90.0,0.6,1.0,0.0,0.0
16.4,100.0,0.6,1.0,0.0,0.0
16.4,100.0,0.8,1.2,0.0,0.0
15.8,100.0,0.2,1.2,0.0,0.0
15.2,100.0,1.2,1.7,0.0,0.0
14.9,100.0,1.1,1.8,0.0,0.0
15.0,100.0,0.6,1.3,0.0,0.0
14.7,100.0,1.1,1.5,0.0,1.0
14.5,100.0,1.4,2.1,0.0,2.0
14.2,100.0,1.0,2.2,0.0,0.0
16.5,90.0,1.5,2.9,0.0,0.0
19.7,68.0,1.5,3.2,0.0,0.0
23.2,50.0,2.2,4.0,0.0,1.0
25.8,39.0,3.0,6.5,0.0,2.0
28.0,27.0,2.2,6.7,0.0,0.0
28.6,26.0,1.6,6.5,0.0,1.0
27.8,23.0,2.1,4.5,0.0,1.0
25.8,45.0,2.8,6.4,0.0,0.0
23.2,63.0,3.8,8.6,0.0,1.0
21.2,62.0,3.0,8.4,0.0,0.0
19.6,53.0,3.1,6.8,0.0,0.0
17.5,68.0,0.9,5.9,0.0,1.0
17.1,70.0,1.4,3.0,0.0,0.0
15.7,83.0,0.5,3.0,0.0,0.0
15.0,94.0,0.5,1.0,0.0,0.0
14.6,95.0,0.8,1.8,0.0,0.0
14.3,92.0,0.3,3.2,0.0,0.0
13.5,98.0,0.5,1.1,0.0,0.0
12.9,98.0,0.6,2.4,0.0,0.0
12.5,100.0,0.9,1.4,0.0,0.0
11.8,100.0,0.9,1.7,0.0,0.0
12.6,100.0,1.0,3.8,0.0,2.0
13.2,100.0,0.9,4.1,0.0,0.0
15.2,94.0,2.0,4.4,0.0,0.0
16.6,89.0,2.1,4.4,0.0,0.0
17.8,80.0,2.5,4.5,0.0,0.0
19.4,71.0,2.2,4.5,0.0,0.0
20.7,64.0,2.1,4.3,0.0,0.0
21.1,64.0,1.9,4.2,0.0,1.0
21.1,70.0,2.4,4.4,0.0,0.0
19.9,79.0,2.7,5.6,0.0,1.0
18.3,89.0,3.0,6.4,0.0,0.0
16.6,100.0,1.8,5.7,0.0,0.0
15.2,100.0,0.8,3.2,0.0,0.0
15.2,100.0,1.0,1.8,0.0,0.0
15.1,100.0,0.6,1.8,0.0,0.0
14.9,100.0,0.5,1.1,0.0,0.0
14.7,100.0,0.2,1.2,0.0,0.0
14.7,100.0,0.4,1.5,0.0,0.0
14.2,100.0,0.2,0.8,0.0,0.0
13.8,100.0,0.9,1.3,0.0,0.0
13.4,100.0,0.1,1.6,0.0,0.0
13.0,100.0,0.7,1.0,0.0,0.0
12.7,100.0,0.4,1.3,0.0,0.0
12.7,100.0,0.5,0.9,0.0,0.0
12.3,100.0,1.1,1.8,0.0,0.0
14.3,100.0,1.4,2.3,0.0,0.0
17.8,90.0,1.0,2.3,0.0,2.0
21.2,72.0,1.1,2.4,0.0,0.0
23.5,50.0,0.8,3.0,0.0,0.0
24.5,41.0,1.3,2.8,0.0,0.0
26.0,17.0,2.4,4.8,0.0,0.0
25.8,33.0,2.7,5.7,0.0,1.0
24.8,39.0,2.5,6.1,0.0,0.0
23.7,50.0,2.4,5.6,0.0,0.0
21.4,77.0,2.8,6.2,0.0,0.0
19.2,82.0,2.7,6.6,0.0,1.0
17.7,91.0,2.1,6.3,0.0,0.0
16.6,95.0,2.3,5.5,0.0,1.0
14.9,100.0,0.6,3.8,0.0,0.0
14.5,99.0,1.2,3.0,0.0,0.0
13.7,100.0,0.6,2.6,0.0,0.0
13.4,100.0,0.8,1.6,0.0,0.0
13.7,100.0,1.1,2.4,0.0,0.0
13.6,100.0,0.4,1.9,0.0,0.0
13.5,100.0,0.9,1.5,0.0,0.0
13.2,100.0,0.6,1.5,0.0,0.0
13.0,100.0,0.6,1.5,0.0,0.0
12.6,100.0,0.6,1.2,0.0,0.0
12.1,100.0,0.8,2.0,0.0,0.0
13.3,100.0,0.6,1.9,0.0,0.0
18.0,90.0,0.9,2.2,0.0,0.0
21.6,65.0,2.2,5.1,0.0,1.0
23.5,55.0,1.5,5.1,0.0,0.0
25.5,46.0,1.6,4.6,0.0,0.0
27.6,34.0,1.8,4.8,0.0,0.0
28.6,30.0,1.6,5.1,0.0,0.0
29.3,24.0,1.8,5.2,0.0,0.0
29.2,25.0,1.3,5.6,0.0,1.0
27.4,28.0,1.8,5.3,0.0,0.0
24.5,34.0,0.6,3.8,0.0,0.0
22.0,44.0,0.8,1.6,0.0,0.0
22.8,53.0,0.9,3.1,0.0,0.0
20.2,71.0,0.6,2.0,0.0,0.0
19.7,81.0,0.5,1.3,0.0,0.0
19.1,78.0,0.2,1.2,0.0,0.0
19.9,76.0,0.9,2.1,0.0,0.0
19.0,81.0,0.8,2.7,0.0,0.0
17.9,86.0,1.3,2.4,0.0,0.0
16.3,94.0,0.9,1.9,0.0,0.0
15.7,97.0,0.9,1.6,0.0,0.0
16.5,91.0,1.3,2.9,0.0,0.0
15.9,91.0,1.1,1.9,0.0,0.0
15.5,93.0,0.9,2.7,0.0,2.0
18.8,70.0,0.9,1.9,0.0,1.0
21.6,57.0,1.9,3.1,0.0,1.0
24.7,34.0,3.5,7.5,0.0,0.0
27.0,27.0,2.9,7.5,0.0,0.0
28.3,27.0,3.5,7.9,0.0,0.0
29.4,23.0,4.5,8.6,0.0,1.0
30.0,20.0,4.0,9.4,0.0,1.0
30.1,21.0,4.1,9.0,0.0,0.0
29.5,23.0,3.7,9.0,0.0,0.0
28.3,24.0,2.6,7.4,0.0,1.0
25.5,30.0,1.4,5.6,0.0,4.0
23.8,37.0,1.1,3.2,0.0,1.0
23.2,44.0,2.8,9.1,0.0,0.0
17.7,99.0,4.1,12.9,0.0,0.0
17.1,100.0,4.8,12.3,0.0,0.0
16.8,100.0,3.4,10.8,0.0,1.0
16.2,100.0,4.0,8.9,0.0,0.0
16.4,100.0,3.2,8.9,0.0,0.0
16.3,100.0,3.9,8.0,0.0,0.0
16.1,100.0,3.0,7.8,0.0,1.0
16.1,100.0,2.8,6.7,0.0,0.0
15.6,99.0,2.3,5.8,0.0,1.0
15.8,100.0,2.1,4.6,0.0,1.0
15.7,100.0,2.4,6.0,0.0,0.0
16.0,99.0,2.2,5.3,0.0,0.0
16.8,97.0,2.5,6.3,0.0,1.0
16.7,96.0,3.7,7.6,0.0,0.0
16.9,94.0,3.6,8.2,0.0,0.0
17.0,93.0,3.3,7.4,0.0,1.0
18.6,89.0,3.0,7.6,0.0,0.0
17.4,96.0,4.1,8.0,0.0,0.0
16.5,100.0,3.3,8.9,0.0,0.0
16.8,100.0,3.8,7.8,0.0,2.0
16.4,100.0,3.2,8.4,0.0,0.0
16.0,100.0,3.9,7.9,0.0,4.0
16.0,100.0,3.8,7.9,0.0,0.0
16.0,100.0,3.8,10.0,0.0,0.0
16.0,100.0,4.3,9.7,0.0,0.0
15.9,100.0,2.8,9.7,0.0,0.0
15.9,100.0,3.1,6.9,0.0,0.0
15.8,100.0,3.0,7.2,0.0,1.0
15.9,100.0,2.9,6.8,0.0,0.0
15.7,100.0,2.7,7.0,0.0,2.0
15.6,100.0,2.0,6.5,0.0,1.0
15.6,100.0,2.6,5.4,0.0,0.0
15.6,100.0,2.8,6.1,0.0,1.0
15.8,100.0,2.6,6.2,0.0,2.0
15.9,100.0,1.7,5.6,0.0,0.0
16.6,99.0,2.2,4.9,0.0,2.0
17.3,93.0,2.6,8.5,0.0,0.0
18.3,88.0,2.1,8.5,0.0,1.0
20.1,80.0,2.0,6.8,0.0,0.0
20.4,79.0,2.3,7.2,0.0,0.0
19.1,89.0,3.2,6.4,0.0,1.0
18.6,95.0,3.0,6.4,0.0,2.0
17.7,100.0,3.5,7.3,0.0,2.0
16.9,100.0,3.3,7.6,0.0,0.0
16.8,100.0,2.3,7.6,0.0,0.0
16.3,100.0,2.7,6.9,3.6,0.0
16.3,100.0,3.0,6.9,0.0,0.0
16.2,100.0,2.1,6.1,0.0,0.0
16.5,100.0,0.9,5.9,0.0,0.0
16.3,100.0,1.0,3.0,0.0,1.0
16.0,100.0,1.1,3.0,0.0,0.0
15.6,100.0,0.6,2.4,0.0,0.0
16.0,100.0,1.0,3.0,0.0,0.0
16.5,100.0,2.0,4.5,0.0,0.0
16.4,100.0,1.9,5.3,0.0,0.0
16.1,100.0,1.0,5.3,0.0,1.0
16.0,100.0,1.6,4.4,0.0,0.0
15.4,100.0,1.3,4.2,0.0,0.0
15.5,100.0,1.3,5.3,0.0,0.0
16.8,99.0,1.4,4.9,0.0,0.0
18.1,91.0,1.9,6.1,0.0,0.0
20.2,79.0,1.9,6.4,0.0,0.0
21.4,75.0,1.7,5.3,0.0,0.0
22.2,68.0,2.6,4.8,0.0,0.0
22.5,76.0,2.0,5.2,0.0,0.0
20.9,85.0,3.7,6.9,0.0,0.0
22.1,82.0,1.5,6.6,0.0,0.0
23.3,77.0,2.1,4.2,0.0,0.0
21.7,87.0,3.1,6.4,0.0,0.0
18.4,100.0,2.0,8.5,0.0,0.0
18.0,100.0,2.6,4.5,0.0,0.0
17.7,100.0,2.0,4.2,0.0,1.0
17.2,100.0,0.8,3.6,0.0,0.0
16.9,100.0,0.7,1.5,0.0,0.0
16.8,100.0,0.8,1.3,0.0,0.0
16.4,100.0,0.5,1.2,0.0,0.0
17.9,97.0,1.1,2.9,0.0,0.0
18.2,93.0,1.8,5.0,0.0,0.0
17.9,94.0,1.3,5.0,0.0,0.0
17.6,96.0,1.5,3.8,0.0,0.0
17.4,96.0,1.6,4.8,0.0,0.0
17.3,96.0,1.7,5.3,0.0,0.0
16.1,100.0,1.2,3.5,0.0,0.0
18.5,88.0,1.3,4.6,0.0,1.0
21.5,70.0,2.0,4.1,0.0,3.0
25.1,44.0,3.2,8.0,0.0,1.0
27.2,37.0,4.4,9.9,0.2,2.0
29.0,34.0,3.4,11.6,0.0,0.0
26.2,45.0,2.9,9.0,0.0,0.0
21.3,69.0,4.5,10.6,0.0,3.0
20.0,68.0,5.0,10.7,0.0,0.0
20.2,76.0,2.6,9.5,0.0,0.0
20.0,77.0,1.5,7.0,0.0,1.0
18.8,95.0,1.4,7.1,0.4,1.0
18.1,95.0,1.5,5.6,0.0,0.0
17.4,100.0,3.7,6.7,0.0,0.0
17.5,100.0,1.2,6.7,0.0,0.0
16.9,100.0,1.8,3.4,0.0,0.0
17.2,99.0,1.3,3.8,0.0,0.0
16.9,99.0,1.7,3.3,0.0,0.0
16.4,100.0,1.4,2.9,0.0,0.0
16.3,100.0,1.4,2.5,0.0,0.0
15.8,100.0,1.1,2.5,0.0,0.0
16.1,100.0,0.8,2.9,0.0,0.0
16.0,99.0,1.6,3.3,0.0,0.0
15.7,100.0,1.3,3.8,0.0,0.0
15.5,100.0,1.3,2.6,0.0,2.0
17.7,90.0,1.5,2.5,0.0,0.0
20.4,80.0,1.5,3.2,0.0,0.0
23.5,66.0,1.0,3.2,0.0,2.0
23.8,61.0,3.3,6.5,0.0,0.0
19.3,82.0,5.4,10.5,0.0,0.0
17.8,94.0,4.6,10.2,0.0,0.0
18.6,87.0,3.7,8.7,0.0,0.0
18.7,91.0,2.8,7.1,0.0,0.0
18.2,87.0,3.9,9.3,0.0,0.0
17.5,92.0,2.8,9.3,0.0,0.0
17.2,95.0,0.7,6.5,0.0,0.0
16.5,100.0,1.4,4.5,0.0,0.0
17.0,99.0,1.7,7.3,0.0,0.0
17.0,96.0,1.6,4.7,0.0,0.0
16.2,100.0,0.7,3.6,0.0,0.0
15.8,100.0,1.3,2.3,0.0,0.0
15.3,100.0,0.6,5.4,0.0,0.0
14.9,100.0,1.4,3.5,0.0,9.0
15.2,100.0,1.6,4.9,0.0,1.0
15.7,100.0,2.3,4.4,0.0,0.0
15.8,100.0,2.9,5.7,0.0,1.0
15.8,100.0,2.8,6.5,0.0,0.0
15.9,100.0,2.8,5.3,0.0,1.0
15.7,100.0,2.7,5.8,0.0,0.0
15.5,100.0,3.4,6.9,0.0,0.0
15.6,100.0,3.7,7.8,0.0,1.0
15.3,100.0,3.4,7.8,0.0,1.0
16.3,98.0,3.6,7.3,0.0,0.0
15.8,99.0,4.4,8.4,0.0,0.0
16.3,97.0,3.3,8.5,0.0,0.0
16.0,97.0,3.6,7.5,0.0,0.0
15.5,96.0,2.7,7.7,0.0,1.0
14.9,98.0,4.0,8.5,0.0,0.0
13.9,100.0,3.8,8.4,0.0,0.0
13.6,100.0,3.9,8.2,0.0,0.0
13.0,100.0,3.4,8.2,0.0,0.0
13.0,100.0,2.9,7.3,0.0,0.0
13.2,100.0,2.2,5.9,0.0,0.0
13.0,100.0,3.6,6.5,0.0,0.0
13.0,100.0,2.3,8.0,0.0,0.0
13.1,100.0,2.5,5.6,0.0,0.0
13.2,100.0,2.6,5.4,0.0,0.0
13.3,100.0,2.0,5.4,0.0,0.0
13.3,100.0,2.0,4.9,0.0,0.0
13.5,100.0,1.8,4.1,0.0,1.0
13.6,100.0,1.8,3.5,0.0,0.0
13.7,100.0,2.1,4.6,0.0,0.0
13.9,100.0,1.9,4.9,0.0,1.0
14.1,100.0,2.6,4.8,0.0,0.0
14.5,100.0,2.5,6.8,0.0,0.0
15.4,100.0,2.2,5.3,0.0,0.0
15.3,100.0,2.3,5.3,0.0,1.0
15.7,100.0,2.3,5.6,0.0,0.0
15.9,100.0,2.3,5.0,0.0,0.0
15.5,100.0,2.6,4.9,0.0,1.0
16.1,100.0,2.1,5.3,0.0,0.0
15.8,100.0,2.6,5.4,0.0,1.0
15.6,100.0,1.9,5.7,0.0,1.0
15.4,100.0,2.2,5.0,0.0,0.0
15.4,100.0,2.1,5.3,0.0,2.0
15.5,100.0,2.4,5.6,0.0,0.0
15.7,100.0,2.2,4.9,0.0,1.0
15.7,100.0,2.3,5.7,0.0,0.0
15.6,100.0,2.2,5.6,0.0,0.0
15.6,100.0,2.0,4.1,0.0,1.0
15.6,100.0,1.3,4.0,0.0,0.0
15.5,100.0,0.9,2.4,0.0,0.0
15.1,100.0,0.4,2.0,0.0,0.0
15.4,100.0,0.5,1.5,0.0,0.0
15.1,100.0,0.4,1.4,0.0,2.0
14.4,100.0,0.3,1.5,0.0,9.0
14.8,100.0,1.4,2.9,0.0,0.0
15.0,100.0,2.4,5.5,0.0,1.0
16.5,100.0,1.9,4.3,0.0,2.0
18.0,97.0,1.7,4.3,0.0,0.0
19.3,89.0,2.0,4.3,0.0,1.0
21.1,81.0,2.1,4.0,0.0,1.0
22.1,75.0,1.8,3.9,0.0,0.0
22.2,78.0,2.5,5.3,0.0,1.0
19.9,94.0,3.5,7.0,0.0,0.0
17.9,100.0,3.5,7.5,0.0,0.0
17.3,100.0,2.3,7.0,0.0,0.0
17.0,100.0,2.9,5.8,0.0,2.0
17.1,100.0,2.8,5.6,0.0,0.0
17.0,100.0,2.2,5.6,0.0,0.0
17.0,100.0,1.9,6.5,0.0,0.0
17.0,100.0,1.8,4.6,0.0,0.0
16.9,100.0,1.1,3.7,0.0,0.0
17.1,100.0,0.8,2.3,0.0,0.0
17.2,100.0,0.6,3.4,0.0,0.0
17.2,100.0,0.8,1.7,0.0,0.0
17.2,100.0,1.0,2.2,0.0,0.0
17.0,100.0,0.9,3.2,0.0,0.0
17.1,100.0,0.9,1.7,0.0,0.0
17.7,100.0,1.6,3.6,0.0,1.0
18.1,100.0,2.3,4.9,0.0,1.0
18.4,99.0,1.6,4.9,0.0,1.0
19.9,92.0,1.9,4.9,0.0,0.0
20.9,86.0,1.4,4.1,0.0,0.0
23.1,74.0,1.3,4.6,0.0,2.0
23.7,70.0,1.1,4.5,0.0,0.0
25.1,60.0,1.5,3.7,0.0,0.0
25.3,59.0,1.4,4.1,0.0,1.0
25.6,54.0,1.5,3.1,0.0,0.0
25.0,68.0,2.0,4.2,0.0,0.0
22.4,85.0,1.9,4.7,0.0,2.0
20.2,100.0,2.1,4.5,0.0,3.0
19.0,100.0,2.3,4.4,0.0,0.0
18.7,100.0,2.5,4.5,0.0,0.0
18.5,100.0,2.2,4.5,0.0,0.0
18.4,100.0,0.5,3.4,0.0,0.0
17.8,100.0,0.5,2.0,0.0,0.0
17.8,100.0,0.5,1.2,0.0,0.0
17.8,100.0,0.5,1.4,0.0,0.0
18.3,100.0,0.9,4.0,0.0,0.0
18.7,94.0,0.6,3.5,0.0,0.0
18.4,95.0,0.7,3.2,0.0,0.0
17.6,98.0,0.8,3.3,0.0,0.0
17.1,100.0,1.3,3.3,0.0,1.0
16.7,100.0,1.0,2.9,0.0,1.0
18.3,96.0,1.2,3.7,0.0,1.0
20.6,79.0,1.6,4.1,0.0,0.0
23.7,61.0,1.7,4.4,0.0,0.0
25.7,47.0,2.4,7.0,0.0,0.0
26.3,40.0,2.2,5.9,0.0,1.0
27.5,33.0,1.7,6.2,0.0,2.0
28.1,27.0,1.6,5.7,0.0,0.0
25.9,35.0,1.5,4.8,0.0,2.0
25.9,37.0,0.4,3.9,0.0,0.0
25.8,34.0,0.7,3.8,0.0,0.0
23.4,66.0,0.9,2.7,0.0,1.0
22.4,75.0,1.4,2.5,0.0,0.0
21.0,84.0,0.7,2.2,0.0,0.0
19.7,95.0,0.4,1.4,0.0,0.0
18.9,100.0,0.3,0.7,0.0,0.0
18.8,100.0,0.6,0.9,0.0,0.0
18.4,100.0,0.6,1.4,0.0,0.0
18.8,99.0,0.7,0.9,0.0,0.0
18.5,99.0,0.8,1.4,0.0,0.0
17.5,100.0,0.3,1.4,0.0,0.0
18.0,92.0,0.5,1.9,0.0,0.0
17.2,100.0,0.7,1.2,0.0,0.0
16.9,99.0,1.1,1.9,0.0,0.0
17.6,93.0,1.0,1.7,0.0,2.0
19.5,82.0,1.6,2.8,0.0,1.0
22.6,61.0,2.3,4.2,0.0,0.0
25.0,46.0,3.0,7.3,0.0,0.0
26.2,40.0,3.1,9.1,0.0,0.0
27.9,35.0,3.0,8.6,0.0,0.0
29.2,28.0,3.7,10.7,0.0,1.0
29.2,25.0,3.9,9.6,0.0,1.0
29.8,26.0,3.1,9.6,0.0,0.0
28.7,26.0,4.0,8.6,0.0,0.0
27.3,30.0,3.2,8.6,0.0,0.0
25.1,35.0,1.4,8.1,0.0,0.0
24.0,39.0,1.5,4.1,0.0,0.0
24.3,38.0,1.3,3.9,0.0,1.0
23.2,43.0,0.9,3.9,0.0,0.0
22.9,45.0,1.0,3.3,0.0,0.0
21.9,47.0,1.2,4.7,0.0,0.0
22.2,47.0,3.8,8.0,0.0,0.0
21.4,50.0,2.9,9.7,0.0,0.0
19.9,57.0,1.2,6.8,0.0,0.0
19.4,62.0,1.0,2.8,0.0,0.0
20.2,60.0,1.0,1.9,0.0,0.0
20.8,56.0,2.4,7.3,0.0,0.0
19.9,63.0,1.4,7.9,0.0,0.0
19.0,70.0,2.6,6.9,0.0,0.0
19.6,63.0,2.7,6.9,0.0,2.0
21.1,51.0,4.3,8.4,0.0,0.0
21.0,50.0,3.6,13.0,0.0,1.0
24.1,39.0,2.4,7.9,0.0,1.0
24.6,37.0,3.0,8.4,0.0,0.0
25.5,36.0,3.2,8.9,0.0,0.0
24.9,38.0,3.0,8.3,0.0,0.0
24.2,39.0,1.9,9.6,0.0,0.0
24.1,41.0,2.8,8.1,0.0,0.0
22.6,45.0,2.2,8.1,0.0,0.0
17.4,100.0,2.7,5.6,0.0,0.0
16.8,100.0,3.1,6.4,0.0,0.0
16.3,100.0,2.1,6.4,0.0,1.0
16.3,100.0,1.3,4.3,0.0,0.0
16.2,100.0,1.1,2.5,0.0,1.0
16.1,100.0,1.5,3.2,0.0,0.0
15.9,100.0,1.3,3.0,0.0,0.0
15.8,100.0,1.2,3.5,0.0,0.0
15.6,100.0,0.8,2.9,0.0,0.0
15.4,100.0,1.0,2.6,0.0,1.0
15.1,100.0,0.7,2.1,0.0,0.0
15.3,100.0,1.3,2.7,0.0,0.0
15.4,100.0,1.4,3.5,0.0,0.0
15.5,100.0,1.4,3.4,0.0,0.0
16.0,100.0,1.2,3.8,0.0,1.0
17.5,97.0,0.6,3.2,0.0,2.0
19.6,83.0,1.9,4.2,0.0,1.0
20.9,74.0,2.0,5.0,0.0,1.0
23.5,55.0,2.4,7.3,0.0,3.0
